day_id,start_time,duration,start_soc,weekday,temperature
48446,1200,715,10.8,1,40
48459,655,147,0.0,1,40
48459,1130,885,9.8,1,40
48995,930,1110,40.2,1,40
49125,930,810,0.0,1,40
49138,760,1400,62.9,1,40
49554,1152,713,0.0,1,40
49567,1007,948,6.4,1,40
49658,962,48,0.0,1,40
49658,1075,913,0.0,1,40
49671,1077,678,42.8,1,40
50531,705,1425,17.2,1,40
52216,1000,860,0.0,1,40
52229,1005,855,0.0,1,40
52945,440,60,0.0,1,40
52945,1050,30,14.8,1,40
53084,921,1091,38.3,1,40
53097,1138,1262,11.5,1,40
53474,1110,780,0.0,1,40
54627,1270,650,0.0,1,40
54640,1275,1205,32.9,1,40
54652,1080,900,67.6,1,40
54665,1190,745,33.9,1,40
54678,1355,730,11.0,1,40
54769,1320,1140,0.0,1,40
54782,1025,770,0.0,1,40
55131,1156,54,10.3,1,40
55131,1217,749,7.6,1,40
55142,1080,1170,56.6,1,40
55363,1070,1035,0.0,1,40
55376,1300,710,45.6,1,40
55767,1075,125,13.4,1,40
55767,1240,635,0.0,1,40
55780,1105,845,28.5,1,40
56839,1325,1195,0.0,1,40
58108,833,1027,0.0,1,40
58121,840,1020,21.5,1,40
58134,775,1190,16.6,1,40
58963,683,170,0.0,1,40
58963,962,1093,48.3,1,40
58975,1313,622,32.4,1,40
59378,1053,1081,7.6,1,40
59391,900,1380,57.5,1,40
59404,1075,855,28.5,1,40
59443,1025,880,0.0,1,40
59648,910,1040,11.5,1,40
59661,1120,900,72.9,1,40
59928,860,1390,69.1,1,40
60119,1383,630,0.0,1,40
60132,1250,720,0.0,1,40
60729,860,190,0.0,1,40
60729,1145,735,81.0,1,40
60742,970,830,0.0,1,40
61176,1165,654,9.8,1,40
61189,777,180,0.0,1,40
61189,1010,905,79.0,1,40
62071,545,175,0.0,1,40
62071,910,980,0.0,1,40
62123,975,975,0.0,1,40
64192,610,290,0.0,1,40
64192,910,1000,87.2,1,40
64463,620,1265,73.6,1,40
65440,1070,865,6.6,1,40
65811,900,210,42.0,1,40
65811,1410,570,0.0,1,40
66117,990,820,0.0,1,40
66130,570,1320,0.0,1,40
66376,1155,710,0.0,1,40
66389,787,1302,49.3,1,40
66614,1125,685,23.2,1,40
66627,120,930,36.8,1,40
66666,1110,861,34.0,1,40
66679,1110,795,15.7,1,40
67523,1295,1275,43.1,1,40
67536,1090,650,0.0,1,40
67549,604,109,0.0,1,40
67549,1131,871,31.5,1,40
67653,1270,590,0.0,1,40
68549,1185,685,0.0,1,40
68832,1090,710,0.0,1,40
68845,1035,900,13.2,1,40
69281,1140,880,24.9,1,40
69294,1030,1010,8.1,1,40
70869,1035,30,0.0,1,40
70869,1370,480,0.0,1,40
70882,1155,780,0.0,1,40
70895,1266,1099,49.0,1,40
73964,1126,1209,0.0,1,40
77040,1120,1417,0.0,1,40
77053,960,165,0.0,1,40
77053,1275,623,7.5,1,40
77183,575,155,22.9,1,40
77183,1434,521,36.5,1,40
78732,1085,879,3.6,1,40
78745,1025,840,6.0,1,40
79121,1210,785,0.0,1,40
80112,1353,531,0.0,1,40
80125,984,877,0.0,1,40
80931,1355,534,1.9,1,40
80944,990,924,9.3,1,40
81630,1080,60,24.2,1,40
81643,800,175,0.0,1,40
